注意：不要相信视频或者文件内的广告和二维码！谨防诈骗！谨防诈骗！谨防诈骗！,,,
文件没了或者表格中没有的资源请联系我。      邮箱：admin@daybyday.top      微信：daybyday_top,,,
为防止该链接被封导致失联，可以收藏该网址： home.daybyday.top ，里面有个资源搜索（影视剧资源搜索），打开即可访问最新链接。,,,
新增：学习资料合集（考公、考研、考编、技能、软件、硬件）       资源合集链接： https://kdocs.cn/l/cj6TVp284PsG,,,
资源名称,百度网盘,夸克网盘,
斗破苍穹,https://pan.baidu.com/s/1CFdHAdEc14NDJGhVXqFfKw?pwd=mja3,https://pan.quark.cn/s/7107d42e1217,
异形 铁血战士 全系列,/,https://pan.quark.cn/s/d7e001fe6d37,
异形-夺命舰,https://pan.baidu.com/s/13IKznlgft0iZNBb0GOUOzg?pwd=edff,https://pan.quark.cn/s/9ec64e799052,
黑衣人 1（1997）,https://pan.baidu.com/s/1H_8tX6ElCL_W13T52eKSGA?pwd=h3hj,https://pan.quark.cn/s/b43ab573d926,
黑衣人 2（2002）,https://pan.baidu.com/s/1OhBaqtA91IqX88RPxNWd6Q?pwd=es32,https://pan.quark.cn/s/f375c30e6bca,
黑衣人 3（2012）,/,https://pan.quark.cn/s/04732065e851,
黑衣人 4（2019）,https://pan.baidu.com/s/1ZBbrwGz6QkGucLUmI8dvLw?pwd=xu9g,https://pan.quark.cn/s/84f4efc0c54a,
国色芳华,https://pan.baidu.com/s/1Z_Y7hNZ2ssizZ1-aZuRzzA?pwd=8hdj,https://pan.quark.cn/s/4025780c4de0,
白月梵星,https://pan.baidu.com/s/1I7-TFcpogV3n2p0lVDOliw?pwd=u9ex,https://pan.quark.cn/s/2061feb9f3eb,
大奉打更人,https://pan.baidu.com/s/1yXnph2v6YsyAFm6GvSP0Uw?pwd=2dx3,/,
大奉打更人之世间无我这般人（2025）,https://pan.baidu.com/s/1JPAXUSL6gofegfUXEzLLTA?pwd=mp3x,https://pan.quark.cn/s/5885ba601c19,
难哄,https://pan.baidu.com/s/1WCabcREvXrGU188xkZDfWw?pwd=eqjd,https://pan.quark.cn/s/c9e7792b90bf,
恶搞之家1-22季,https://pan.baidu.com/s/1I2hDVn3eHwWqlDGRWO7msg?pwd=g49y,https://pan.quark.cn/s/dc67caee42fb,
屌丝男士1-4季,https://pan.baidu.com/s/1RhwH-DYYbwL2DrXxgjEQfA?pwd=76a7,https://pan.quark.cn/s/f40e845b9b3d,
小猪佩奇1-9季,https://pan.baidu.com/s/1MjMRvcnnAp8fgD2N4ekTsQ?pwd=nbau,https://pan.quark.cn/s/dbd81257382f,
误杀瞒天记 1（2015）印度,https://pan.baidu.com/s/1p31yYq5W-mo0_7NkqmWgvQ?pwd=rg4e,https://pan.quark.cn/s/3c1678194d43,
误杀瞒天记 2（2022）印度,https://pan.baidu.com/s/1D8sDIF5RYc7aoNim4H5p9Q?pwd=nj44,https://pan.quark.cn/s/428ab36d63d0,
三体,https://pan.baidu.com/s/1MXkQBiOwbB3UY9Ihu4DeAw?pwd=fybt,https://pan.quark.cn/s/a73a957224ab,
小黄人大眼萌（2015）,/,https://pan.quark.cn/s/a7641cf0794b,
帕丁顿熊3：秘鲁大冒险（2024）,https://pan.baidu.com/s/16spbN2ExcHsHIw-xp5n3uQ?pwd=s2ex,https://pan.quark.cn/s/56f83e2fb948,
帕丁顿熊2（2017）,https://pan.baidu.com/s/1yYFMrR5blyc96V4n0SsVoA?pwd=e62t,https://pan.quark.cn/s/329f9971bf60,
帕丁顿熊1（2014）,https://pan.baidu.com/s/11oov6e2r1quC0qjJM4-6KA?pwd=crx9,https://pan.quark.cn/s/84d70246c603,
玩具总动员4（2019）,https://pan.baidu.com/s/1ivHbE1TTThRcWMw5k8LHnw?pwd=iu62,https://pan.quark.cn/s/54b580ffd541,
玩具总动员3（2010）,https://pan.baidu.com/s/10XxRBqbZJ8JbwhuizqnC2w?pwd=gprb,https://pan.quark.cn/s/62366558cf34,
玩具总动员2（1999）,https://pan.baidu.com/s/1JGIe24We0e5NtxtTvmdTaw?pwd=k7hc,https://pan.quark.cn/s/09622ce5db46,
玩具总动员1（1995）,https://pan.baidu.com/s/12nooZUi5X7dAd-Ao-jmNug?pwd=c255,https://pan.quark.cn/s/b75b374dd3cb,
哪吒之魔童降世,https://pan.baidu.com/s/1vpuihNQaLmgjg2ZT4Mr--A?pwd=jrwr,https://pan.quark.cn/s/c17e2054af17,
功夫熊猫1（2008）,https://pan.baidu.com/s/111-T0ydARZbANPdasJJrbg?pwd=ju6k,https://pan.quark.cn/s/8e5bdfa1ea50,
功夫熊猫2（2011）,https://pan.baidu.com/s/1edP17JwRrOFfowtRkcno8A?pwd=ms6p,https://pan.quark.cn/s/fa823e2809d7,
功夫熊猫3（2016）,https://pan.baidu.com/s/19eyqiinQs0z6KWI86z3d1A?pwd=2asa,https://pan.quark.cn/s/2e355b44e00f,
白蛇：缘起,https://pan.baidu.com/s/1DdGYwYC8cGQG_cQz7f5SLQ?pwd=ssqc,https://pan.quark.cn/s/aa05d074432f,
白蛇：青蛇劫起,https://pan.baidu.com/s/1PhPYbR03u855QFdRUqAGZg?pwd=d5u4,https://pan.quark.cn/s/50ae8bec2688,
罗小黑战记,https://pan.baidu.com/s/1KutFelCxU9bKnXi6QDZafw?pwd=jf2i,https://pan.quark.cn/s/b7124629484b,
机器人瓦力,https://pan.baidu.com/s/1UE_LOT2hiwG2caCFlKMVJQ?pwd=q6dr,https://pan.quark.cn/s/d616f3cb8531,
姜子牙（2020）,https://pan.baidu.com/s/1zRj24-9G269ePKLpLEidnw?pwd=yuum,https://pan.quark.cn/s/a6e3dfb8144d,
冰川时代5：星际碰撞（2016）,https://pan.baidu.com/s/1mF6E2jqNj9nHbqbrXvIsrQ?pwd=qiwk,https://pan.quark.cn/s/6a56522f6a00,
冰川时代4：大陆漂移（2012）,https://pan.baidu.com/s/1__F170RUNCXSXkbZh9Jbtw?pwd=dhn3,https://pan.quark.cn/s/19f5e37b9567,
冰川时代3：恐龙黎明（2009）,https://pan.baidu.com/s/1D7FbPjZ3yEGuz1KXhwjpaQ?pwd=utam,https://pan.quark.cn/s/6b7503b3c079,
冰川时代2：融冰之灾（2006）,https://pan.baidu.com/s/1o-p09DZgxmpEt3AsLauupA?pwd=8r97,https://pan.quark.cn/s/ec160b503fdd,
冰川时代1（2002）,https://pan.baidu.com/s/1N2EVXEBjIPOAdiLuBew7Rg?pwd=v264,https://pan.quark.cn/s/fc69bd64c472,
神偷奶爸1（2010）,/,https://pan.quark.cn/s/dc15c7321e36,
神偷奶爸2（2013）,https://pan.baidu.com/s/1KI0XFZxMrTVbL6Acj4wxDQ?pwd=rtxx,https://pan.quark.cn/s/a96825605825,
神偷奶爸3（2017）,https://pan.baidu.com/s/1W2UI_11FKEh9wuBjFys4-g?pwd=mgcr,https://pan.quark.cn/s/fdd94416c2f3,
E.T.外星人,https://pan.baidu.com/s/1cte2skDaTjWOmSdtV8cv9A?pwd=rkt8,https://pan.quark.cn/s/0a64d8c4248e,
欢乐好声音,https://pan.baidu.com/s/1m6pnWj7-TYStHe_kdiwqsA?pwd=qrrp,https://pan.quark.cn/s/81c7165192b4,
冰雪奇缘 1-2013,https://pan.baidu.com/s/18Oa42Q-o4nXmvbbE1ulG6w?pwd=fi2w,https://pan.quark.cn/s/cc2b2ecd48f6,
冰雪奇缘 2-2019,https://pan.baidu.com/s/1ZIFe-AxXox6kCmihx6c2RQ?pwd=6fbs,https://pan.quark.cn/s/c2ac2fa8471c,
雪人奇缘,https://pan.baidu.com/s/1dDVFZaRGONaapjO5_n_erw?pwd=9w7y,https://pan.quark.cn/s/87ddb6ec036e,
闪电狗,https://pan.baidu.com/s/1H51wCbTNKDEPEOS8OQJBcA?pwd=q2x3,https://pan.quark.cn/s/b4bab68ab8ed,
里约大冒险1-2011,https://pan.baidu.com/s/1KEL_oZqJjGM-1AQwy0H7og?pwd=2q15,https://pan.quark.cn/s/1d271fc7ed74,
里约大冒险2-2014,https://pan.baidu.com/s/1L-zcoiVtumAO2TgXkpEsZA?pwd=e535,https://pan.quark.cn/s/67ff0ffb8a6c,
风语咒,https://pan.baidu.com/s/1H2SKp-EJ0dJdhVvRxyQTPA?pwd=renm,https://pan.quark.cn/s/cf3256720f90,
怪物史莱克 1-2001,https://pan.baidu.com/s/1tPC-0qPoYIIKCpkJvvWfaA?pwd=8mx3,https://pan.quark.cn/s/c9294e414df2,
怪物史莱克 2-2004,https://pan.baidu.com/s/1haIYxE8u026f9P2PfRdPCA?pwd=f7g2,https://pan.quark.cn/s/82a8ea1dd231,
怪物史莱克 3-2007,https://pan.baidu.com/s/1u7SqVUphFhWsDmaVnHv-XA?pwd=r3kf,https://pan.quark.cn/s/c9d96d942eef,
怪物史莱克 4-2010,https://pan.baidu.com/s/1jvvJ9nEvTCHfnvEIN3sbdw?pwd=5a2h,https://pan.quark.cn/s/b5df36f8df9c,
爱宠大机密1-2016,https://pan.baidu.com/s/1l_6r7sgAPLq8oOW1sxdbrA?pwd=sgpa,https://pan.quark.cn/s/072d49f1ac66,
爱宠大机密2-2019,https://pan.baidu.com/s/1_Yu71Fio-FRw57RKOxn8uA?pwd=2bxm,https://pan.quark.cn/s/304e52561012,
变身特工,https://pan.baidu.com/s/141ct1z0PfA7wY7GFUVOTGA?pwd=33nd,https://pan.quark.cn/s/a0fcd56bc401,
极速蜗牛,https://pan.baidu.com/s/1vsGy2M3smNtQ4VZQYSUamw?pwd=a4ze,https://pan.quark.cn/s/080c68034b0f,
铃芽之旅,https://pan.baidu.com/s/1wI2oULi8UpNrz6mepFG3JA?pwd=w6ii,https://pan.quark.cn/s/5b3fe29cc4f6,
西葫芦的生活,https://pan.baidu.com/s/11S039MlNKGk495ZmRu-U5g?pwd=eyw1,https://pan.quark.cn/s/22a30926b84a,
恐龙当家,https://pan.baidu.com/s/1i2lNB1URKBuemJf0nXiB0Q?pwd=ktkp,https://pan.quark.cn/s/72b8d681108e,
海底总动员 1-2003,https://pan.baidu.com/s/1aK9h0pXiJVZZvWgLERL5bg?pwd=kn5q,https://pan.quark.cn/s/dd1a659bf757,
海底总动员 2：寻找多莉-2016,https://pan.baidu.com/s/17R0N0GfBfdm6PZ0JyQeRdg?pwd=rbj7,https://pan.quark.cn/s/80e4d9f8ccf0,
宝贝老板 1-2017,https://pan.baidu.com/s/1KVYZEFXxaeVBQrylGaobVw?pwd=njg9,https://pan.quark.cn/s/dafe10c8ccb5,
宝贝老板 2-2021,https://pan.baidu.com/s/1GxhiO28v40GFvss22D0nFA?pwd=enya,https://pan.quark.cn/s/69387ac4a8f5,
宝贝老板.圣诞红利,https://pan.baidu.com/s/11PjQjT51eliYLWlvTkYYRg?pwd=xejv,https://pan.quark.cn/s/e2e621c94eaf,
宝贝老板：重围商界.第2季,https://pan.baidu.com/s/16cNqxBLu_nM0O6vDvwdbmQ?pwd=8uxx,https://pan.quark.cn/s/4a039762141b,
萤火虫之墓,https://pan.baidu.com/s/1SJCcTCE_P8EKRqqnbsR-jg?pwd=n9nf,https://pan.quark.cn/s/893f5777646c,
泰迪熊1（2012）,https://pan.baidu.com/s/1LG2eJtB168DMyYFGM6gDLw?pwd=ky9r,https://pan.quark.cn/s/883ac4a4ceb9,
泰迪熊2（2015）,https://pan.baidu.com/s/1o-l7t6bkz259GJlxJib_mA?pwd=gwbq,https://pan.quark.cn/s/7a27ce36b966,
泰迪熊第1季（2024）,https://pan.baidu.com/s/1zqMF_6MrYnWNkCvwNPo-vQ?pwd=qekm,https://pan.quark.cn/s/56b769ed7c1e,
地狱来的女人,https://pan.baidu.com/s/1bPntMVCPD1EkEvU114xwuw?pwd=sved,https://pan.quark.cn/s/df8a8368488c,
家里家外,https://pan.baidu.com/s/1jJKpSZ9v8i5HhU2pHpqJUg?pwd=u34b,https://pan.quark.cn/s/9cc74a8e3943,
九品芝麻官,https://pan.baidu.com/s/1j4pyp5VWaLX0-YzdT-Wqkg?pwd=1kjw,https://pan.quark.cn/s/17039e93ba5d,
东北往事：我叫刘海柱,https://pan.baidu.com/s/1xQEAlwmSjV1ajyliwUBkcA?pwd=4bi1,https://pan.quark.cn/s/8fa305333ae9,
东北往事之黑道风云20年,/,https://pan.quark.cn/s/97f7029be412,
赌神1989,https://pan.baidu.com/s/1VToMKO_VKug_QL039yT8iQ?pwd=5tdg,https://pan.quark.cn/s/13eee34b0328,
毒液2：屠杀开始,https://pan.baidu.com/s/182Lzn5gE-vBMwpZdONjm-A?pwd=z4ct,https://pan.quark.cn/s/104dcca17bc8,
毒液：致命守护者,https://pan.baidu.com/s/1KbiuuClHWmFJu08i3vXEtQ?pwd=3jtu,https://pan.quark.cn/s/6b8f10ee60eb,
Hello，树先生,https://pan.baidu.com/s/1VkQZ4RQJpTadwy8rA3ocaA?pwd=d8rx,https://pan.quark.cn/s/a902e8be905a,
猩球崛起1-2011,https://pan.baidu.com/s/1BRS7jkRAEjajd5gDBcZExw?pwd=1n8b,https://pan.quark.cn/s/e62f121fc365,
猩球崛起2：黎明之战-2014,https://pan.baidu.com/s/1PPfOTmxusWLTCD752ZuIag?pwd=uwjs,https://pan.quark.cn/s/06dac53cc91e,
猩球崛起3：终极之战-2017,https://pan.baidu.com/s/1vFsqNMp9qnswTNKIHTX_RA?pwd=cqja,https://pan.quark.cn/s/d7506aeec47d,
死侍1-2016,https://pan.baidu.com/s/1ErJYraIsmQIqcoiwfvZ9fw?pwd=f8h5,https://pan.quark.cn/s/dd56f0110b22,
死侍2：我爱我家-2018,https://pan.baidu.com/s/1hlWX_ZfrTygfj3-hYI-d8A?pwd=ka8h,https://pan.quark.cn/s/58f5ee333630,
驴得水,https://pan.baidu.com/s/1oMO4aNoVSGG6I_BwhDV63Q?pwd=8vi7,https://pan.quark.cn/s/80550842effe,
地心引力,https://pan.baidu.com/s/1mIm4roDQ9dFdh_Qd0hcF8g?pwd=jtat,https://pan.quark.cn/s/73c6c21b208a,
上帝之子,https://pan.baidu.com/s/19EBptnfjq3hu4NOHNuSnMQ?pwd=xtsp,https://pan.quark.cn/s/14847ce33c56,
决战中途岛,https://pan.baidu.com/s/1eNGZqqLKM8A5hIC0BWoprg?pwd=qct9,https://pan.quark.cn/s/0ef09cfc23ff,
死神来了1-2000,/,https://pan.quark.cn/s/e61ccf0cc2cd,
死神来了2-2003,/,https://pan.quark.cn/s/b21f0f025f97,
死神来了3-2006,/,https://pan.quark.cn/s/0c536052b71a,
死神来了4-2009,/,https://pan.quark.cn/s/ea9988039d0d,
死神来了5-2011,/,https://pan.quark.cn/s/253f33235cd6,
长安三万里,https://pan.baidu.com/s/126ba6StSF1stRGPjGbgHOQ?pwd=72wy,https://pan.quark.cn/s/ea492043da5b,
蜘蛛侠：平行宇宙-2018,https://pan.baidu.com/s/16s-TRDEeN-M4DXX6C_nCIQ?pwd=rwkh,https://pan.quark.cn/s/355ff30741a8,
蜘蛛侠：纵横宇宙-2023,/,https://pan.quark.cn/s/6e85eba66d95,
钢铁侠1-2008,https://pan.baidu.com/s/16vDxnH6BIn1GzUSau4loIA?pwd=dd3g,https://pan.quark.cn/s/26ca92fa60af,
钢铁侠2-2010,https://pan.baidu.com/s/1ZClxswOfQEAwwJxnRXQSiQ?pwd=yigy,https://pan.quark.cn/s/9536b5f66dd5,
钢铁侠3-2013,https://pan.baidu.com/s/1vwyVVLOX8oQz01bwxFzE2w?pwd=38it,https://pan.quark.cn/s/2ec7be9c94a9,
变形金刚7：超能勇士崛起-2023,/,https://pan.quark.cn/s/d34df695ad83,
变形金刚6：大黄蜂-2018,/,https://pan.quark.cn/s/20b20d2251d9,
变形金刚5：最后的骑士（2017）,https://pan.baidu.com/s/1sDOWIcTltAhxj1XPHsOvTA?pwd=nh3m,https://pan.quark.cn/s/680cfb335ec6,
变形金刚4：绝迹重生（2014）,https://pan.baidu.com/s/19eH8mEtN3oD6N3hkPX4BKA?pwd=bkey,https://pan.quark.cn/s/03a0b563c79d,
变形金刚3：月黑之时（2011）,https://pan.baidu.com/s/1Q5cRhQo8wKbrYYjWfG4nnA?pwd=xwfm,https://pan.quark.cn/s/33748f287fff,
变形金刚2：卷土重来（2009）,https://pan.baidu.com/s/15cL4Wvkh7ogPu6yeUAHILA?pwd=eme4,https://pan.quark.cn/s/3745e71d43c9,
变形金刚1（2007）,https://pan.baidu.com/s/1u4n0Urp2GG39dNI6oXEw4Q?pwd=753t,https://pan.quark.cn/s/6c862b8fafc9,
爱，死亡和机器人1-3季,https://pan.baidu.com/s/1PNzkSNVLOOFnIQB0ihY_CA?pwd=avx1,https://pan.quark.cn/s/99a1b891187f,
河童之子（2025）,https://pan.baidu.com/s/1jYQUvbn9t4AXNMWXntlhpg?pwd=mpu8,https://pan.quark.cn/s/c4842caae1c3,
美国恐怖故事1-11季,https://pan.baidu.com/s/1gafBIzXwx45rcvYpekdL-Q?pwd=fjq3,https://pan.quark.cn/s/828c32e9edd6,
调音师（2018）印度,https://pan.baidu.com/s/1vBRgm7PU5JhSolko4qeeng?pwd=jsy5,https://pan.quark.cn/s/1502e3b489d9,
宿敌（2022）印度,https://pan.baidu.com/s/1JPJrGK4pelyAdH3miroQ5A?pwd=r2x6,https://pan.quark.cn/s/ca37799a024f,
杰伊·比姆（2021）,https://pan.baidu.com/s/1Wr38QqLFxRUvN_YSODKucw?pwd=7jr1,https://pan.quark.cn/s/ea266c4c6f7c,
鬼夫（2013）,https://pan.baidu.com/s/1Dm_vKphqo3KrHkhKW49Xww?pwd=vwai,https://pan.quark.cn/s/ceab43a97de7,
天才枪手（2017）,https://pan.baidu.com/s/1kzNDNwW2zX4P--z49UiBXg?pwd=swvf,https://pan.quark.cn/s/0466ad8e28fc,
灵媒（2021）,https://pan.baidu.com/s/1niuabdSlnEHcDi0cyGHzeg?pwd=znyu,https://pan.quark.cn/s/77709b422362,
祭屋出租（2023）,https://pan.baidu.com/s/1OzSedbXhcqWH4KUZO4m07w?pwd=siet,https://pan.quark.cn/s/dc56a3a9f9c8,
厉鬼将映（2008）,https://pan.baidu.com/s/1-lrqwdm-6_toZDPN6blMBQ?pwd=mhzp,https://pan.quark.cn/s/6524759ff744,
鬼滴语1（2023）,https://pan.baidu.com/s/1I7_qWAK8s5eIkWnBWpTG_g?pwd=2veb,https://pan.quark.cn/s/e5514ce4712b,
鬼滴语2（2024）,https://pan.baidu.com/s/1uQ__jvV8ZheE2E71nJYc2w?pwd=hxeh,https://pan.quark.cn/s/f3d168348b87,
恶业（2024）,/,https://pan.quark.cn/s/f2e767cead57,
咒（2022）,https://pan.baidu.com/s/19fRePDba19h7hyzLqXdlsQ?pwd=g6sn,https://pan.quark.cn/s/3660357d6f08,
克拉克森的农场1-3季,https://pan.baidu.com/s/1USXuumudG6iE8Ikg86B5KQ?pwd=vmuw,https://pan.quark.cn/s/3cb582dbac24,
双瞳（2002）,https://pan.baidu.com/s/12kmK76YW60STR06eHLtG1w?pwd=chnw,https://pan.quark.cn/s/4a0bb54cd7bb,
粽邪1-3部,https://pan.baidu.com/s/1wVE3vyzmcn0B5da6wvTW9w?pwd=enc5,https://pan.quark.cn/s/3cf06a545875,
杏林医院（2021）,https://pan.baidu.com/s/1lr38t-eYKbITGW-ugVh8Iw?pwd=cxrb,/,
信号（2016）韩国,https://pan.baidu.com/s/1FkQh741ppBN5dO5VJR_nJw?pwd=xj4w,https://pan.quark.cn/s/bb105a134805,
秘密森林1-2季,https://pan.baidu.com/s/1rlfslLQiorfTYRugfjFuRQ?pwd=fqg2,https://pan.quark.cn/s/dd67995c0929,
白夜追凶（2017）,https://pan.baidu.com/s/1SoLeZyVuvDT48j-_Btiolg?pwd=cx7b,https://pan.quark.cn/s/a9ec5c9ae936,
白夜破晓（2024）,https://pan.baidu.com/s/1zwItrYe-_IUgxQmIoBpJiQ?pwd=fgis,https://pan.quark.cn/s/7d6723665229,
三大队 24集（2023）,https://pan.baidu.com/s/1czvep7dtvdtvNQZaSxxaNw?pwd=pt4q,https://pan.quark.cn/s/123c7bee4f0a,
三大队 电影版（2023）,https://pan.baidu.com/s/1Pgus8PlUaH_Rm-eFmuZQNg?pwd=ft3n,https://pan.quark.cn/s/21be68c27df4,
十万个冷笑话1-3季,https://pan.baidu.com/s/1k1VnYq_yCMzmuEm2CTNqiA?pwd=gqi2,https://pan.quark.cn/s/fa0f2e681579,
曼达洛人1-3季,https://pan.baidu.com/s/1GUPWXRwgdtlb2nkijLpQ9Q?pwd=cb3x,https://pan.quark.cn/s/0a665f7d0ab6,
毒枭1-3季,https://pan.baidu.com/s/18pG3oca1fMaJcHFSSXpU1w?pwd=xawj,https://pan.quark.cn/s/ca0df24213f6,
釜山行1-2部,https://pan.baidu.com/s/102PgCoJm2bPnNdQv6ugdGg?pwd=brh9,https://pan.quark.cn/s/c435da37ce4d,
芬奇（2021）,https://pan.baidu.com/s/1gt98puUuy7wmO_os0eBk4Q?pwd=u291,https://pan.quark.cn/s/ef80f8556dd0,
疯狂的麦克斯：狂暴女神（2024）,https://pan.baidu.com/s/1R2uJrQI9yrGrl5FXu2xrJA?pwd=mrpw,https://pan.quark.cn/s/273d3099df29,
疯狂的麦克斯1（1979）,https://pan.baidu.com/s/1yaa9eU3kfwUB7w5dCiAcGA?pwd=wbhr,https://pan.quark.cn/s/9a66b4bcbf45,
疯狂的麦克斯2（1981）,https://pan.baidu.com/s/1R3CUjMPPQgjrWRTJ7jw8aw?pwd=nc8x,https://pan.quark.cn/s/649888e033e5,
疯狂的麦克斯3（1985）,https://pan.baidu.com/s/1E8RhBTKoEKS8S2Qurc9OPw?pwd=wny7,https://pan.quark.cn/s/960a80822247,
疯狂的麦克斯4（2015）,https://pan.baidu.com/s/1FpLKMoKSXOeIKehJxjCD_Q?pwd=65h2,https://pan.quark.cn/s/7d64458d03b4,
嘘，国王在冬眠,https://pan.baidu.com/s/1422BZ0PulcGeRO74uQRfnA?pwd=1fw7,https://pan.quark.cn/s/964993291bb4,
电幻国度（2025）,https://pan.baidu.com/s/1nT-MejWAVr6qN8DEsPdJDg?pwd=ddjm,https://pan.quark.cn/s/b58de3cf8378,
鬼租客（2025）,/,https://pan.quark.cn/s/7d3b8393b7e9,
破碎（2025）,https://pan.baidu.com/s/1Jbt4_EpsnDqZc-VdVP9izQ?pwd=22wa,https://pan.quark.cn/s/82f12e4a00a9,
完美世界动画版,https://pan.baidu.com/s/1iVqLxnanqN4kHxZscdi2pA?pwd=25py,https://pan.quark.cn/s/c5f580fc5afc,
夜魔侠1-3季,https://pan.baidu.com/s/1d8587zWjUhGKESaNiSCBlw?pwd=u3pp,https://pan.quark.cn/s/44bd880ef49e,
夜魔侠：重生,https://pan.baidu.com/s/1AkMD8BjdiAjQQOqpiYjUDw?pwd=qiwj,https://pan.quark.cn/s/6ab628f51dd7,
那年那兔那些事1-7季,https://pan.baidu.com/s/1CPeO7-oTvwsLpRten6d73w?pwd=stqk,https://pan.quark.cn/s/a4169ccbdf4d,
海绵宝宝：皮老板大电影（2025）,https://pan.baidu.com/s/1qpBM06CTe0Ss3jnLjaZ5Wg?pwd=6qtv,https://pan.quark.cn/s/df9960bfdf35,
海绵宝宝：拯救比奇堡（2024）,https://pan.baidu.com/s/1KlukgCgmCJg8ar0gT5vFFw?pwd=zcdz,https://pan.quark.cn/s/971cd21ec965,
海绵宝宝 1-13季,https://pan.baidu.com/s/1yEDS_cs5psOQoCHdJBWDZw?pwd=r56f,https://pan.quark.cn/s/74e02db059f8,
海洋奇缘1（2016）,/,https://pan.quark.cn/s/1199be461e05,
海洋奇缘2（2024）,https://pan.baidu.com/s/1htNXbBPALdh3eBbXVVhOQg?pwd=ki8y,https://pan.quark.cn/s/bf6d267d9f55,
黑修女们（2025）,https://pan.baidu.com/s/1WnEwheIcWa-ghLqR_KK6ng?pwd=69v6,https://pan.quark.cn/s/2c3e66c0501a,
武林外传（2006）,https://pan.baidu.com/s/1XkjmI8gXCTMKj2Y52oflMg?pwd=qfkn,https://pan.quark.cn/s/485b93fb800f,
新世界-2013,https://pan.baidu.com/s/1tPIzxLNc016vlPgjW9p8-g?pwd=pmjr,https://pan.quark.cn/s/298b8a18b635,
亮剑（2005）,https://pan.baidu.com/s/1VzzY4KJyiSqyiAGKT3SJhQ?pwd=yevg,https://pan.quark.cn/s/888e67aaaea7,
鬼吹灯合集,https://pan.baidu.com/s/1KDwp0lnSjmqijofmP4i3Sw?pwd=yrzk,https://pan.quark.cn/s/2a6fe4ea5ede,
九龙城寨之围城（2024）,https://pan.baidu.com/s/1XWVCY5ge5ZZ3U5nh_JBaTQ?pwd=udnt,https://pan.quark.cn/s/d8a3309fea3b,
奥本海默（2023）,https://pan.baidu.com/s/1i36--WG_Gpn-WJmUyKTbPQ?pwd=9jxp,https://pan.quark.cn/s/53d6a9deb272,
爱情公寓1-5季,https://pan.baidu.com/s/1EzUOEtiTojuPAHS2NSCdCw?pwd=b6g7,https://pan.quark.cn/s/7893fcbc2129,
蜡笔小新：我们的恐龙日记（2024）,https://pan.baidu.com/s/1kk6onxDX2DimtM12wv8jrg?pwd=rqwa,https://pan.quark.cn/s/d0f3e01f602d,
蜡笔小新,https://pan.baidu.com/s/1BfE5ylFK-JThvxvUvIESNg?pwd=r8vx,https://pan.quark.cn/s/997f7f0b0870,
仙剑奇侠传,https://pan.baidu.com/s/1lHVLPs0e5Mha6ncafrXLeA?pwd=6ug1,https://pan.quark.cn/s/f198ecf3c35d,
山楂树之恋（2010）,https://pan.baidu.com/s/1rTy2Q_UvXuMjxr5dbZsNnA?pwd=c9xr,https://pan.quark.cn/s/289093d725af,
余烬之上（2025）,https://pan.baidu.com/s/1ibcYGUpFTdWFXVRXLexzZA?pwd=whms,https://pan.quark.cn/s/249c32f289a6,
破碎的愤怒（2025）,https://pan.baidu.com/s/1Njt7XldyTkBDjfWe4TW5aw?pwd=kdvc,https://pan.quark.cn/s/f870b31a0d0c,
小小的我（2024）,https://pan.baidu.com/s/17ua3FE65N80d023HDkjP8A?pwd=m73v,https://pan.quark.cn/s/2bc32e10cf87,
人生切割术1-2季,https://pan.baidu.com/s/1EFO3-GiiEW_VY04o3ROAPA?pwd=ce7f,https://pan.quark.cn/s/3ff3f44d9869,
鹊叨门传奇1-2季,https://pan.baidu.com/s/1x6XqVQ1pszOhuUlFzFfTCw?pwd=n2p6,https://pan.quark.cn/s/d338ceaa50b6,
无所畏惧1,https://pan.baidu.com/s/1ALgMiXiEMhC4RVM1FW_K_A?pwd=9yja,https://pan.quark.cn/s/9d074538ecbc,
无所畏惧2,https://pan.baidu.com/s/1PDHghui9B6TJm-JGu0LO1A?pwd=5nmy,/,
唐人街探案1-3部,https://pan.baidu.com/s/1e7957JDFFwbydqOcZGKFiw?pwd=u89m,https://pan.quark.cn/s/1a04e4c6f085,
禁忌童话,https://pan.baidu.com/s/1UVOmBdzBKJMZRBXee_uMig?pwd=69s8,/,
余罪1-2季,https://pan.baidu.com/s/1OlvjHObLg0XtFGy80cJTHg?pwd=bp4d,https://pan.quark.cn/s/3d3a355f14fd,
僵尸先生1-5部,https://pan.baidu.com/s/1prKoiVJdPkEjSNk_Xa51rw?pwd=phjf,https://pan.quark.cn/s/b1a81f9a01a3,
龙门镖局1-2季,https://pan.baidu.com/s/19h2u7t5YpfCxhDQBiZslIw?pwd=u5at,https://pan.quark.cn/s/315da8640530,
进击的巨人,https://pan.baidu.com/s/1R5tj1LxA4bo0JztkT8CTmw?pwd=axsg,https://pan.quark.cn/s/50289b2aef0c,
鸳鸯楼·惊魂,https://pan.baidu.com/s/1Vm3_vns8DTe-LGCLHiqWRA?pwd=3s3b,https://pan.quark.cn/s/bc85ce244107,
举起手来（2003）,https://pan.baidu.com/s/1BtIfIamcf4J-W5JKGPcxlg?pwd=8vm9,https://pan.quark.cn/s/5731e2923da9,
